customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend,revenue
6974-dafli,female,0,yes,no,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,19.7,1140.05,no,48+,20.358035714285712,19.7
2616-uutfk,male,0,yes,no,33,yes,yes,dsl,yes,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),72.75,2447.45,no,24-48,71.98382352941177,72.75
7064-jhxce,male,0,yes,yes,62,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.05,1263.9,no,48+,20.061904761904763,20.05
5103-mhmhy,female,0,no,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.95,45.95,yes,0-6,22.975,45.95
7989-awgeh,male,0,yes,yes,49,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic check,39.2,1838.15,no,48+,36.763000000000005,39.2
4373-vvhql,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.75,44.75,no,0-6,22.375,44.75
4559-uwiht,male,0,yes,no,14,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,82.65,1185.0,no,12-24,79.0,82.65
7268-igmfd,male,1,no,no,18,yes,yes,fiber optic,no,no,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),93.9,1743.9,no,12-24,91.78421052631579,93.9
1846-xwoqn,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,70.15,yes,0-6,35.075,70.15
0235-kgslc,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),85.55,85.55,yes,0-6,42.775,85.55
6650-bwfrt,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),117.15,8529.5,no,48+,116.84246575342466,117.15
9570-kyeua,male,0,no,no,64,yes,yes,fiber optic,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),99.25,6549.45,no,48+,100.76076923076923,99.25
6993-ygfjv,male,0,yes,no,69,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),112.55,7806.5,no,48+,111.52142857142857,112.55
2712-syway,female,0,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,25.7,25.7,no,0-6,12.85,25.7
0730-bgqgf,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),90.3,6287.3,no,48+,87.32361111111112,90.3
5498-ibwpi,female,0,yes,yes,66,yes,no,dsl,no,no,no,yes,no,no,one year,yes,credit card (automatic),49.4,3251.85,no,48+,48.53507462686567,49.4
9101-ntixf,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.4,50.6,no,0-6,16.866666666666667,19.4
0013-smeoe,female,1,yes,no,71,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.7,7904.25,no,48+,109.78125,109.7
9314-qdmdw,male,0,no,no,11,yes,no,dsl,no,yes,no,no,yes,no,one year,yes,electronic check,61.25,729.95,no,6-12,60.82916666666667,61.25
9308-anmve,male,0,no,yes,47,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,electronic check,55.3,2654.05,no,24-48,55.29270833333334,55.3
2884-gbpfb,female,0,yes,no,35,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,2416.55,yes,24-48,67.1263888888889,70.3
3757-njybx,male,1,yes,no,32,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),106.35,3520.75,yes,24-48,106.68939393939394,106.35
3413-dhlpb,male,0,yes,yes,60,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),103.75,5969.95,no,48+,97.86803278688524,103.75
7649-phjvr,male,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.5,226.8,no,6-12,18.900000000000002,19.5
6114-tcfid,female,0,no,no,29,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,no,credit card (automatic),39.5,1082.75,no,24-48,36.09166666666667,39.5
3787-trial,male,0,yes,yes,21,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,26.05,565.75,no,12-24,25.71590909090909,26.05
2573-gyruu,male,1,yes,no,48,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),91.05,4370.75,no,24-48,89.19897959183673,91.05
5156-umkow,female,0,no,yes,3,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,29.65,90.05,no,0-6,22.5125,29.65
1247-qbvsh,female,0,yes,yes,43,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,50.2,2169.4,no,24-48,49.304545454545455,50.2
6734-gmpvk,male,0,no,no,5,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,105.3,550.6,no,0-6,91.76666666666667,105.3
9822-oaovb,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.45,55.45,no,0-6,27.725,55.45
6161-erdgd,male,0,yes,yes,71,yes,yes,dsl,yes,no,yes,yes,yes,yes,one year,no,electronic check,85.45,6300.85,no,48+,87.51180555555555,85.45
1226-jznkr,female,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,19.8,160.05,no,6-12,17.783333333333335,19.8
7318-eivko,male,0,no,no,8,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,59.25,436.6,no,6-12,48.51111111111111,59.25
3771-pzobw,male,0,no,no,20,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),90.7,1781.35,no,12-24,84.82619047619048,90.7
5136-kckgi,female,0,yes,yes,33,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,mailed check,103.7,3467.0,yes,24-48,101.97058823529412,103.7
8231-bswxx,male,0,no,no,71,yes,yes,fiber optic,no,yes,no,no,no,no,one year,yes,credit card (automatic),79.05,5552.5,no,48+,77.11805555555556,79.05
6486-lhtma,female,1,yes,no,31,yes,yes,fiber optic,no,no,yes,no,yes,no,one year,yes,electronic check,90.7,2835.5,no,24-48,88.609375,90.7
4083-bfnyk,female,1,yes,no,38,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,no,credit card (automatic),95.0,3591.25,no,24-48,92.08333333333333,95.0
3722-wpxtk,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,88.35,88.35,yes,0-6,44.175,88.35
7389-kbfit,female,0,yes,yes,2,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,30.25,63.75,no,0-6,21.25,30.25
7176-wionm,female,0,yes,no,12,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),49.85,617.15,no,6-12,47.473076923076924,49.85
5141-zuvbh,female,0,no,yes,9,yes,no,fiber optic,yes,no,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),93.0,870.25,no,6-12,87.025,93.0
1089-hdmkp,male,1,no,yes,11,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,54.55,601.25,no,6-12,50.104166666666664,54.55
7623-hkyrk,male,0,no,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.7,111.65,no,0-6,15.950000000000001,19.7
0310-sucin,female,0,yes,no,71,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),84.8,6046.1,no,48+,83.97361111111111,84.8
5197-pyepu,female,0,yes,yes,42,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,yes,credit card (automatic),94.45,3923.8,no,24-48,91.25116279069768,94.45
2929-ercfz,female,0,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.2,777.3,yes,6-12,86.36666666666666,94.2
7548-sepyi,female,0,no,no,5,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,96.25,512.45,yes,0-6,85.40833333333335,96.25
8835-vsdse,female,0,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.7,141.45,yes,0-6,47.15,70.7
6619-rplqz,female,0,yes,yes,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.85,892.15,no,24-48,19.394565217391303,20.85
3275-rhrne,male,0,yes,yes,28,no,no phone service,dsl,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),60.0,1682.05,no,24-48,58.001724137931035,60.0
3503-tyday,female,0,yes,no,43,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,80.45,3398.9,no,24-48,77.24772727272727,80.45
6901-gogzg,male,0,no,yes,60,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,electronic check,84.95,4984.85,no,48+,81.7188524590164,84.95
1623-nldot,female,0,yes,no,42,no,no phone service,dsl,no,yes,no,yes,no,no,one year,no,mailed check,33.55,1445.3,yes,24-48,33.61162790697674,33.55
7021-xsnye,male,0,yes,yes,7,no,no phone service,dsl,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),49.65,305.55,no,6-12,38.19375,49.65
9621-oupyd,female,0,yes,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.2,507.9,no,24-48,19.534615384615385,20.2
9898-kzqdz,female,1,yes,yes,40,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),94.55,3640.45,yes,24-48,88.79146341463414,94.55
8982-nhavy,male,0,no,no,27,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),100.5,2673.45,no,24-48,95.48035714285713,100.5
4307-kwmxe,male,0,no,no,10,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,no,electronic check,35.75,389.8,no,6-12,35.43636363636364,35.75
0141-yeays,female,1,no,no,27,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),86.45,2401.05,no,24-48,85.75178571428572,86.45
2450-zkeed,female,0,no,no,11,yes,no,dsl,no,no,yes,yes,no,no,one year,no,bank transfer (automatic),53.8,651.55,no,6-12,54.29583333333333,53.8
3694-delso,male,0,yes,yes,4,no,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,no,credit card (automatic),38.55,156.1,no,0-6,31.22,38.55
3893-jrnfs,male,0,no,no,68,no,no phone service,dsl,no,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),39.9,2796.35,no,48+,40.5268115942029,39.9
9603-oaihc,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.05,70.05,no,0-6,35.025,70.05
1133-kxcge,female,0,no,no,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.1,407.05,no,12-24,21.423684210526318,20.1
5236-perkl,female,0,no,no,57,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),112.95,6465.0,yes,48+,111.46551724137932,112.95
0142-gvysn,male,0,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,20.3,511.25,no,24-48,18.935185185185187,20.3
1049-fysyg,female,0,yes,no,17,no,no phone service,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),35.65,646.05,no,12-24,35.891666666666666,35.65
7854-foksf,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,35.9,35.9,yes,0-6,17.95,35.9
2519-fakod,male,0,no,yes,38,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),99.25,3777.15,yes,24-48,96.85000000000001,99.25
8406-lnmhf,male,1,yes,no,59,yes,no,fiber optic,yes,yes,yes,no,no,no,one year,yes,credit card (automatic),82.95,4903.15,no,48+,81.71916666666667,82.95
1821-bucwy,male,0,no,no,30,yes,no,dsl,yes,no,yes,no,no,no,two year,yes,mailed check,55.65,1653.85,no,24-48,53.349999999999994,55.65
8263-jqaik,male,1,no,no,2,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.45,47.5,yes,0-6,15.833333333333334,24.45
0023-uyupn,female,1,yes,no,50,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,25.2,1306.3,no,48+,25.613725490196078,25.2
8314-dpqhl,male,0,no,no,9,no,no phone service,dsl,yes,no,yes,yes,no,yes,one year,no,mailed check,50.8,463.6,no,6-12,46.36,50.8
1465-wczvt,female,0,yes,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.65,60.65,no,0-6,15.1625,19.65
9481-sfcqy,female,0,no,yes,14,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),59.8,824.85,no,12-24,54.99,59.8
6360-svnwv,female,1,no,no,31,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),73.55,2094.65,no,24-48,65.4578125,73.55
0567-ggcac,female,0,no,no,7,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,electronic check,61.4,438.9,no,6-12,54.8625,61.4
7089-ivvaz,female,0,no,no,8,yes,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),103.35,847.3,yes,6-12,94.14444444444445,103.35
8884-mrnsu,male,0,yes,yes,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.9,329.75,no,12-24,18.319444444444443,19.9
2171-udmfd,male,0,yes,yes,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.45,674.55,no,24-48,20.440909090909088,19.45
9050-ikdza,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,mailed check,81.5,162.55,no,0-6,54.18333333333334,81.5
2205-ymzzj,male,1,no,no,7,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.8,546.95,yes,6-12,68.36875,84.8
9802-caqut,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),109.55,7887.25,no,48+,108.04452054794521,109.55
1254-izeyf,female,1,no,no,31,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.95,3186.65,yes,24-48,99.5828125,99.95
0187-wznab,female,0,yes,yes,27,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,74.4,1972.35,no,24-48,70.44107142857142,74.4
9492-tokri,female,0,no,no,18,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),90.0,1527.35,yes,12-24,80.38684210526316,90.0
1475-vwvdo,male,0,no,no,7,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,74.9,490.55,no,6-12,61.31875,74.9
9221-otivj,female,1,no,no,14,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.85,1531.4,yes,12-24,102.09333333333333,104.85
1357-mvdoz,male,0,yes,yes,11,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),59.65,683.25,no,6-12,56.9375,59.65
7602-mvrmb,female,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),110.45,8058.85,no,48+,110.39520547945206,110.45
3325-fuycg,male,0,yes,yes,28,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,no,electronic check,106.1,2847.4,yes,24-48,98.18620689655172,106.1
5908-qmgoe,male,1,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),74.2,1133.9,yes,12-24,70.86875,74.2
1197-bvmvg,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.45,294.45,no,0-6,58.89,74.45
5406-kgrmx,female,0,no,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,24.55,1719.15,no,48+,23.877083333333335,24.55
8481-yyxwg,female,0,no,no,5,yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,89.35,461.7,yes,0-6,76.95,89.35
5968-hyjrz,male,0,yes,yes,47,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.55,1160.45,no,24-48,24.176041666666666,24.55
5198-efnbm,male,1,yes,no,57,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,90.65,5199.8,no,48+,89.65172413793104,90.65
7516-gmhuv,male,1,yes,no,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,credit card (automatic),105.05,5163.3,no,48+,101.24117647058824,105.05
7140-adsmj,male,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.45,162.3,no,6-12,18.033333333333335,20.45
2230-xtuwl,female,0,yes,yes,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,883.35,no,24-48,18.027551020408165,19.55
7706-ylmqa,female,0,no,no,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.7,1341.5,no,48+,18.8943661971831,19.7
2585-ktfre,male,0,no,yes,1,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),70.45,70.45,no,0-6,35.225,70.45
7994-uyivz,male,0,yes,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),85.65,659.45,no,6-12,73.27222222222223,85.65
2609-iaicy,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,77.15,77.15,yes,0-6,38.575,77.15
1740-csdjp,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),35.25,35.25,yes,0-6,17.625,35.25
7717-bicxi,male,0,yes,yes,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.55,1205.05,no,48+,19.754918032786886,20.55
6559-rakoz,male,0,yes,yes,49,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,97.95,4917.9,no,48+,98.35799999999999,97.95
2636-ohfmn,male,0,yes,no,4,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,48.55,201.0,yes,0-6,40.2,48.55
4716-mrven,female,0,no,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.0,599.3,no,24-48,19.976666666666667,20.0
2143-ljult,female,0,yes,no,67,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.25,1733.15,no,48+,25.4875,25.25
1323-ooepc,female,0,yes,no,53,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),98.4,5149.5,yes,48+,95.36111111111111,98.4
3200-mnqtf,male,0,yes,no,67,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),70.9,4677.1,no,48+,68.78088235294118,70.9
6164-hxugh,female,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,119.3,no,0-6,17.04285714285714,19.85
5630-ixdxv,female,0,no,no,47,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.35,4849.1,no,24-48,101.02291666666667,106.35
0320-dwvtu,female,0,no,no,53,yes,no,fiber optic,yes,yes,yes,yes,no,yes,two year,no,mailed check,99.5,5424.25,no,48+,100.44907407407408,99.5
9135-mgvpy,male,0,yes,no,69,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,84.7,5878.9,no,48+,83.9842857142857,84.7
